web-scraper-order,web-scraper-start-url,title,location,employee_count,industries,context
"1643569186-3201","https://builtin.com/companies/type/hr-tech-companies?page=5","14 West","Baltimore, MD","265 Global Employees","Consulting
      
        HR Tech","14 West exists to help companies grow and innovate on their own terms, and become sought-after employers. With the support of our experts and solutions, our clients are free to focus on their ideas, products, and customers. Our services include Personnel & Talent Acquisition, Financial Services, Communications, Legal, Technology Solutions, and Facilities.

Before applying for a role at 14 West, there are a few things you should know. We work hard. We like unique perspectives. We believe our time is better spent on testing new ideas than perfecting old ones. And we don't hold hands. Instead, we give people the freedom and resources they need to forge their own path. So, while there are no road maps to success, there are no limitations."
"1643569164-3093","https://builtin.com/companies/type/hr-tech-companies?page=10","Localized","Washington","19 Global Employees","Edtech
      
        HR Tech","Talent tech company that connects emerging talent with global employers"
"1643569197-3236","https://builtin.com/companies/type/hr-tech-companies?page=3","Worksome","New York City, NY","70 Global Employees","HR Tech
      
        Software","For so long, our careers have been driven by geography, access to opportunities within our networks, and a sense of obligation to take a job or build our teams with who and what was “good enough”.

But our jobs shape our personal identity. Our self-worth is wrapped up in our day-to-day work.

Worksome believes in a future where we have a choice. We’re building the first enterprise platform that connects companies with top independent workers all over the world. We eliminate the friction of onboarding, billing, and payment processing so top talent can focus on making the most out of their work no matter where they are.
The companies of tomorrow know that finding the right talent who not only have the skills to succeed but the passion to support their missions is critical to their success. Worksome’s easy-to-use software expands access to highly-skilled consultants for businesses who want flexibility without compromising quality.

We’re at a pivotal moment in the future of work. Worksome is helping us get there."
"1643569186-3210","https://builtin.com/companies/type/hr-tech-companies?page=5","Remote","3 Offices","1,004 Global Employees","HR Tech","Remote opens the vast potential of the world for every person, business, and country, building a world where every person and business truly belongs. 

We empower companies of all sizes to pay and manage full-time and contract workers around the world. Remote makes it easy to manage international payroll, benefits, taxes, stock options, and compliance in 50+ countries. 

No matter where your team lives and works, our best-in-class global employment solutions provide the best experience for your workers. 

Our ironclad intellectual property protections and industry-leading security guarantee give you peace of mind across the globe. 

Best of all, Remote never charges percentages or fees: one low flat rate helps you control your budget so you can focus on growing your business."
"1643569197-3238","https://builtin.com/companies/type/hr-tech-companies?page=3","TalentReef","Denver, CO","165 Global Employees","HR Tech
      
        Software","At TalentReef, we deliver the most comprehensive end to end talent management solution purposefully built for the hourly workforce and provide the leading customer service expertise in partnership with the service industry. Our employees are what make TalentReef great. Our team is passionate about growth, innovation, and collaboration."
"1643569201-3260","https://builtin.com/companies/type/hr-tech-companies?page=2","Limeade","Bellevue, WA","270 Global Employees","HR Tech
      
        Software","Limeade is a software company that elevates the employee experience and helps build great places to work. The Limeade ONE platform offers employee well-being, engagement, inclusion and communications solutions in one seamless user experience."
"1643569156-3063","https://builtin.com/companies/type/hr-tech-companies?page=12","HiBob","New York, NY","null","HR Tech",""
"1643569177-3153","https://builtin.com/companies/type/hr-tech-companies?page=7","Lyra Health","Fully Remote","590 Global Employees","Healthtech
      
        HR Tech","Lyra Health’s mission is to transform mental health care through technology with a human touch — to get more patients the care they need when they need it.  If you are an engineer or data scientist who would like to join in this effort, please reach out."
"1643569181-3191","https://builtin.com/companies/type/hr-tech-companies?page=6","LinkSquares","Boston, MA","192 Global Employees","Artificial Intelligence
      
        HR Tech
      
        Software","LinkSquares is the first AI-powered end-to-end contract lifecycle management platform. Take control of your contracting process with full visibility into where things are, what needs to get done next, and everything that’s been agreed to in the past. With LinkSquares, you can write better contracts, standardize contract language, and understand what’s in your agreements from one, easy-to-use system. Start improving your bottom line, saving time, and making your legal operations run smoother today. 

Our customers include VMware, Fitbit, Igloo, Pegasystems, Ionis Pharmaceuticals, and Twilio. LinkSquares was founded in 2015 and is headquartered in Boston, MA."
"1643569156-3058","https://builtin.com/companies/type/hr-tech-companies?page=12","Thrive Global","New York, NY","null","Healthtech
      
        HR Tech",""
"1643569160-3085","https://builtin.com/companies/type/hr-tech-companies?page=11","Pepelwerk PW","Dallas, Texas","15 Global Employees","Consulting
      
        HR Tech
      
        Information Technology","Pepelwerk is a platform for jobseekers and recruiters that aims to make the recruitment process easy."
"1643569160-3079","https://builtin.com/companies/type/hr-tech-companies?page=11","DHI Group, Inc.","Centennial, CO","500 Global Employees","HR Tech
      
        Professional Services","DHI (NYSE: DHX) is a leading provider of data, insights and employment connections through our specialized services for technology professionals and other select communities. 
We're the parent company of:
Dice - careers for tech professionals
ClearanceJobs - careers for security-cleared talent
eFinancialCareers - careers in financial services"
"1643569152-3043","https://builtin.com/companies/type/hr-tech-companies?page=13","parallelhr","Murray, UT","40 Global Employees","HR Tech","Parallel HR only delivers the most qualified candidates. Parallel HR pairs individuals and companies that together produce prosperous relationships"
"1643569160-3089","https://builtin.com/companies/type/hr-tech-companies?page=11","Syms Strategic Group, LLC (SSG)","Ashburn, VA","11 Global Employees","HR Tech
      
        Information Technology
      
        Other
      
        Security","Syms Strategic Group, LLC (SSG) is a Small Disabled Veteran Owned Small Business (SDVOSB) located in Ashburn, VA supporting multiple federal agencies including the Department of Veterans Affairs (VA) and the Department of Defense (DOD).  We are a multifaceted small business with capabilities in Management, IT services, Training, System Architecture, Cyber Operations, Human Resources (Federal) and other support services."
"1643569186-3207","https://builtin.com/companies/type/hr-tech-companies?page=5","Marsh McLennan","New York, NY","78,000 Global Employees","Consulting
      
        Fintech
      
        HR Tech
      
        Insurance","Marsh McLennan (NYSE: MMC) brings together nearly 78,000 experts in risk, strategy, and people across Marsh, Guy Carpenter, Mercer, and Oliver Wyman, serving clients in over 130 countries.
 
Marsh enables enterprise worldwide by helping clients manage risks, transforming uncertainty into opportunity.
 
Guy Carpenter helps clients grow profitably with reinsurance broking expertise, advisory services, and advanced analytics.
 
Mercer helps organizations advance the health, wealth, and careers of their most vital asset — their people.
 
Oliver Wyman’s expertise in strategy, operations, risk, and organization transformation changes what is possible for our clients, their industries, and society.  
 
Together, we combine a unique range of capabilities to help our clients solve problems, seize opportunities, and build lasting success in increasingly complex operating environments."
"1643569197-3234","https://builtin.com/companies/type/hr-tech-companies?page=3","Checkr","2 Offices","660 Global Employees","HR Tech
      
        Software","Checkr’s mission is to build a fairer future by improving understanding of the past. We believe all candidates, regardless of who they are, should have a fair chance to work. Established in 2014 and valued at $2.2B, Checkr is using technology to bring hiring to the next level. Our People Trust Platform uses artificial intelligence and machine learning to help thousands of companies modernize their background check process and make hiring safer, more efficient, and more inclusive. Some of our customers include, Uber, Instacart, Doordash, Netflix, Compass Group, and Adecco."
"1643569192-3214","https://builtin.com/companies/type/hr-tech-companies?page=4","RippleMatch","New York, NY","80 Global Employees","HR Tech","RippleMatch is college recruiting made right. Our platform helps employers hire diverse, high-performing teams by virtually building relationships with the best students on 1000+ college campuses."
"1643569167-3116","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569181-3180","https://builtin.com/companies/type/hr-tech-companies?page=6","SFM - The Work Comp Experts","3500 American Blvd West, MN","208 Global Employees","HR Tech
      
        Insurance
      
        Other","SFM is the largest workers’ compensation insurer in Minnesota and a leader regionally, serving over 25,000 businesses of many types and sizes based in Minnesota, Iowa, Kansas, Nebraska, South Dakota and Wisconsin. This includes specializing in coverage for small businesses. 

SFM has a history of being ranked a top employer. We ranked ninth among medium-sized employers in the Star Tribune's Top 150 Workplaces in Minnesota for 2020, and also ranked in 2015 and 2011.

We help businesses and organizations keep their employees safe, and help injured workers return to health and productivity. 96% of our policyholders return each year.

SFM’s workers’ compensation expertise leads to better injury prevention, better outcomes for injured workers and their employers, and better cost control for employers. We consistently rank No. 1 among large insurers for prompt action on lost-time claims. 

Headquartered in Bloomington, Minn., SFM is a customer-owned mutual company."
"1643569197-3240","https://builtin.com/companies/type/hr-tech-companies?page=3","Hunt Club","Chicago, IL","65 Global Employees","HR Tech
      
        Professional Services","Hunt Club is a new category of search firm that leverages the power of relationships and technology."
"1643569164-3109","https://builtin.com/companies/type/hr-tech-companies?page=10","Careerscore","Miami, Florida","3 Global Employees","HR Tech","Helping professionals score their dream jobs"
"1643569206-3275","https://builtin.com/companies/type/hr-tech-companies?page=1","Bonusly","Boulder, CO","60 Global Employees","Enterprise Web
      
        HR Tech
      
        Software","Bonusly provides solutions to create high-performance, high-engagement teams. We believe that success in business is determined by people, working on teams, to solve novel problems. That belief extends to our own team, and we'd love for you to be a part of it."
"1643569160-3090","https://builtin.com/companies/type/hr-tech-companies?page=11","FullStack PEO","Indianapolis, Indiana","8 Global Employees","HR Tech","FullStack PEO provides the services needed to support payroll, benefits, HR, and compliance."
"1643569192-3212","https://builtin.com/companies/type/hr-tech-companies?page=4","Free Agency","New York, NY","26 Global Employees","Consumer Web
      
        HR Tech
      
        Social Impact","Free Agency is a talent startup modernizing how people find & succeed at work. We provide concierge services and digital products to candidates in tech, mirroring Hollywood-style talent representation and management. Unlike other solutions in recruiting, we’re entirely paid by and motivated by the individual candidates we work with, enabling us to focus on their career outcomes."
"1643569192-3216","https://builtin.com/companies/type/hr-tech-companies?page=4","Snappy","Fully Remote","258 Global Employees","eCommerce
      
        Enterprise Web
      
        HR Tech","Snappy is an all-in-one enterprise gifting platform. We’re reinventing the way we express appreciation by offering a fun and interactive digital experience that lets recipients choose a gift they actually love. We believe in building a culture of appreciation, dedication, fun and spreading happiness through gifts."
"1643569181-3190","https://builtin.com/companies/type/hr-tech-companies?page=6","Pave","San Francisco, CA","84 Global Employees","HR Tech
      
        Insurance
      
        Software","Pave is a suite of real-time compensation tools to help companies plan and communicate compensation. 

Make smarter compensation decisions.

Plan, communicate, and benchmark your compensation in real-time (without spreadsheets). Powered by real-time integrations with your HRIS, ATS, and Cap Table."
"1643569152-3034","https://builtin.com/companies/type/hr-tech-companies?page=13","Employer Flexible","Houston, Texas","200 Global Employees","HR Tech","Every day at Employer Flexible, we work with organizations to help them streamline their HR processesâ€”so they can focus on what matters most."
"1643569181-3176","https://builtin.com/companies/type/hr-tech-companies?page=6","Asurint","Cleveland, OH","200 Global Employees","HR Tech
      
        Information Technology
      
        Security","Asurint is the developer and designer of an integrated system of background screening products.

Asurint brings faster, more accurate background screens to your fingertips. Our IQLogics® decision engine and proprietary database combine to deliver results so you can place the candidate you need, fast.  On average, our turnaround times are 24-36 hours faster than competitors and also provide automated compliance with local, state and federal laws. 

This automated recommendation model intelligently bases searches off of candidate information and address history. Technology enabled compliance allows Asurint to provide an automated FCRA redaction process, along with pre-adverse action and adverse action letters that quickly and easily adapt to the changing legal landscape.

In the race for workplace talent, Asurint gives clients a competitive advantage in candidate acquisition.
Join the revolution. Better technology. Faster results."
"1643569181-3175","https://builtin.com/companies/type/hr-tech-companies?page=6","HackerRank","2 Offices","1,053 Global Employees","HR Tech
      
        Information Technology
      
        Software","HackerRank is a technology hiring platform that is the standard for assessing developer skills for over 2600 companies around the world. HackerRank helps companies hire skilled developers and innovate faster by enabling tech recruiters and hiring managers to objectively evaluate talent at every stage of the recruiting process."
"1643569149-3027","https://builtin.com/companies/type/hr-tech-companies?page=14","Cloverleaf.me","Cincinnati, Ohio","32 Global Employees","HR Tech
      
        Information Technology","Cloverleaf is an identity discovery and employee development platform for teams. See how people best fit in a team, a group, or a company."
"1643569172-3140","https://builtin.com/companies/type/hr-tech-companies?page=8","unboXt","Atlanta, Georgia","8 Global Employees","HR Tech
      
        Software","unboXt is a data analytics company that helps leadership understand if, when and why an employee will leave their current team."
"1643569172-3136","https://builtin.com/companies/type/hr-tech-companies?page=8","Flores & Associates","Charlotte, North Carolina","99 Global Employees","HR Tech","Flores is a leading national administrator of tax advantaged consumer based reimbursement plans such as health and dependent care spending accounts (FSAs), health reimbursement arrangements (HRAs), health savings accounts (HSAs) and qualified transportation expenses (QTEs)."
"1643569167-3115","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569167-3117","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569201-3270","https://builtin.com/companies/type/hr-tech-companies?page=2","Adia","Austin, TX","180 Global Employees","HR Tech
      
        On-Demand","Adia is the leading on-demand staffing platform. We give businesses a better way to find the people they need. Unlike other gig platforms, we hire our workers to Adia as W-2. That means they get to keep their flexible schedule, and still get taxes withheld, benefits, and weekly pay."
"1643569160-3080","https://builtin.com/companies/type/hr-tech-companies?page=11","isolved","Charlotte, North Carolina","700 Global Employees","HR Tech
      
        Software","isolved is an employee experience leader, providing intuitive, people-first HCM technology."
"1643569186-3203","https://builtin.com/companies/type/hr-tech-companies?page=5","EdCast","2 Offices","421 Global Employees","Artificial Intelligence
      
        Edtech
      
        HR Tech
      
        Software","Revolutionize talent experience by providing AI-powered discovery, recommendation and relevance. Democratize learning and skill building by bringing hyper personalized expert content in the context of work. Provide frictionless access to the largest repository of learning and knowledge objects. Leverage advanced skills taxonomies, career-pathing and integrations with specialized talent management platforms to drive career mobility in an enterprise-grade flexible and customizable platform with built-in analytics.

Future ready impact from one unified platform for learning experience, skilling experience and career mobility.

EdCast offers a unified platform designed to operate end-to-end employee experience journeys spanning learning, skilling and career mobility. Its award-winning platform is used internationally by organizations ranging from large Global 2000 companies to small businesses and governments. With EdCast’s platforms, our customers are able to attract, develop and retain a high-performance and future-ready workforce. EdCast's offerings include its Talent Experience Platform, Spark for SMBs, EdCast Marketplace and MyGuide Digital Adoption Platform. EdCast is a World Economic Forum Technology Pioneer award recipient."
"1643569177-3159","https://builtin.com/companies/type/hr-tech-companies?page=7","Prolucent Health","Dallas, TX","50 Global Employees","Artificial Intelligence
      
        Healthtech
      
        HR Tech",""
"1643569167-3123","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569156-3071","https://builtin.com/companies/type/hr-tech-companies?page=12","Circa","Milwaukee, WI","200 Global Employees","Artificial Intelligence
      
        HR Tech
      
        Software","Circa is a SaaS-based diversity recruitment and OFCCP HR compliance technology solution company. Our story began in 1994 as LocalJobNetwork, a connected network of job recruiting sites serving organizations across all 50 states. Since then, our solutions have evolved in step with emerging business needs and a fast-changing workforce. Recently we’ve acquired America’s Job Exchange and DiversityJobs to become the industry’s leading diversity recruitment solution."
"1643569181-3188","https://builtin.com/companies/type/hr-tech-companies?page=6","WorkRamp","San Francisco, CA","105 Global Employees","Edtech
      
        HR Tech
      
        Software","WorkRamp is the All-in-One LMS that helps modern enterprises onboard and train their employees and customers. WorkRamp is used by top learning teams at Box, Outreach, and Plaid trust WorkRamp to power their corporate training and onboarding strategy.

Founded in 2015, WorkRamp empowers every professional to reach their full potential through learning.

As leaders in learning, we firmly believe that the best businesses thrive when their employees feel supported and equipped with the proper tools to succeed. WorkRamp is committed to building a platform focused on revolutionizing the way we all learn. We’re creating amazing learner experiences to engage your employees, customers, and partners in a completely different way."
"1643569152-3039","https://builtin.com/companies/type/hr-tech-companies?page=13","Versique Search & Consulting","Saint Louis Park, MN","67 Global Employees","HR Tech","Top ranked executive search firm and executive recruiters in Minneapolis and St. Paul Minnesota. Placing top talent at the top companies."
"1643569149-3025","https://builtin.com/companies/type/hr-tech-companies?page=14","OneSource Relocation","Roswell, Georgia","19 Global Employees","HR Tech","OneSource Relocation, headquartered in Atlanta, is a U.S. domestic and international employee relocation management and consulting services company. We provide complete relocation services nationwide, and has earned a solid reputation over the past 15 years for service quality, experience, and the ability to provide the best value in the relocation industry, making the relocation experience a well managed process that is beneficial to the transferee, their family and the corporation."
"1643569177-3169","https://builtin.com/companies/type/hr-tech-companies?page=7","Provider Pool","Saint Louis, MO","7 Global Employees","Healthtech
      
        HR Tech","Online labor marketplace connecting hospitals to nurses for on-demand staffing needs."
"1643569201-3265","https://builtin.com/companies/type/hr-tech-companies?page=2","Welcome","Fully Remote","12 Global Employees","Big Data
      
        HR Tech","Our mission is to help companies build lasting relationships with candidates and employees. Built for people leaders who want to make more informed compensation decisions, Welcome makes compensation planning, benchmarking, and communication easy. Unlike other tools, Welcome incorporates more accurate, real-time compensation data to manage pay equity and clearly communicate compensation to candidates and employees.

We streamline offer creation and collaboration to run a more effective closing process, better convey total compensation through our digital offer experience, improve retention through our total rewards dashboard for employees, and help teams make more informed compensation decisions through our compensation planning and real-time benchmarking data tools."
"1643569192-3230","https://builtin.com/companies/type/hr-tech-companies?page=4","Zenefits","2 Offices","460 Global Employees","HR Tech","Zenefits is an award-winning People Operations Platform that makes it easy to manage your employee documents, HR, benefits, payroll, time and attendance, and benefits all in one secure place."
"1643569181-3173","https://builtin.com/companies/type/hr-tech-companies?page=6","Peridus Group","Minneapolis, MN","13 Global Employees","Consulting
      
        HR Tech","Peridus Group is a boutique human capital consulting firm that provides integrated advisory and consulting services across all facets of HR, Talent and HR Technology."
"1643569172-3135","https://builtin.com/companies/type/hr-tech-companies?page=8","Salo","Minneapolis, MN","530 Global Employees","Fintech
      
        HR Tech","We connect talent with companies to solve business challenges. Let's get solving We partner with exceptionally skilled and seasoned leaders who find purpose and inspiration solving today’s most difficult business challenges in HR, finance and accounting."
"1643569181-3184","https://builtin.com/companies/type/hr-tech-companies?page=6","Manifest Solutions","2 Offices","82 Global Employees","Consulting
      
        HR Tech
      
        Information Technology","Manifest Solutions is an Ohio based Information Systems consulting firm founded in 1994. Our mission is to deliver excellence in EVERYTHING we do for EVERY client we serve. To this end we seek out, recruit, develop and retain individuals who possess the entrepreneurial spirit, outstanding business and technical skills and a shared mindset of commitment to quality service.

Our goal is to continually raise the industry standard for our clients and our employees through innovative, quality-based services and business practices. We believe our clients must benefit from our presence in their organizations. We accomplish this through sharing Manifest's business and technical expertise and transferring our knowledge to our client's staff."
"1643569149-3031","https://builtin.com/companies/type/hr-tech-companies?page=14","Rippling","San Francisco, CA","300 Global Employees","HR Tech
      
        Information Technology","Rippling is the first way for businesses to manage their HR & IT — from payroll and benefits, to employee computers and apps — all in one, modern system. In just 90-seconds, a company can set up (or disable) an employee’s payroll, health insurance, work computer, and third-party apps, like Gmail, Microsoft Office, and Slack."
"1643569177-3158","https://builtin.com/companies/type/hr-tech-companies?page=7","Fringe","Richmond, VA","25 Global Employees","HR Tech","Fringe is a lifestyle benefits marketplace that makes benefits personalized to the individual and self-selected by each employee."
"1643569164-3111","https://builtin.com/companies/type/hr-tech-companies?page=10","HRAdvance","Dallas, Texas","8 Global Employees","HR Tech","Alight Plan-Smart is the leader in dependent eligibility audit solutions."
"1643569164-3107","https://builtin.com/companies/type/hr-tech-companies?page=10","Razume","Washington","null","HR Tech","Razume operates a website that provides jobseekers with online guidance on the job search process."
"1643569167-3131","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569197-3235","https://builtin.com/companies/type/hr-tech-companies?page=3","Hireology","Chicago, IL","168 Global Employees","HR Tech
      
        Software","Hireology is building the best team. Ranked on the 2016, 2017, 2018, 2019, and 2020 Inc. 5000 lists of the fastest-growing companies in the United States, and #7 on the 2019 Crain’s Chicago Business Fast 50 List, our hiring and talent management platform is simple to use yet powerful enough to address all human capital needs."
"1643569172-3133","https://builtin.com/companies/type/hr-tech-companies?page=8","Purpose Portfolio","Berthoud, CO","1 Global Employee","HR Tech
      
        Software","Helping companies give back to build better cultures and brands."
"1643569181-3187","https://builtin.com/companies/type/hr-tech-companies?page=6","Paychex","Rochester, NY","14,831 Global Employees","HR Tech","The workplace as we know it is changing. Paychex leads the way by making complex HR, payroll, and benefits simple. Our innovative HR outsourcing technology and the expertise of our highly trained HR consultants meet the evolving needs of our clients and their employees. You can see it in our growth as an HR leader as well as in the positive returns we deliver to our shareholders."
"1643569181-3182","https://builtin.com/companies/type/hr-tech-companies?page=6","Netomi","San Mateo, CA","139 Global Employees","Artificial Intelligence
      
        Consumer Web
      
        HR Tech
      
        Other","Netomi is an AI-first customer service platform that enables companies to deliver the highest quality customer experiences while significantly reducing cost. Netomi's Relationship Operating System automatically resolves up to 80% of routine customer service inquiries, decreasing resolution time, and increasing customer satisfaction and support quality. The patented, no-code platform works across messaging, chat, email and voice, and understands 100+ languages. Netomi is based in San Francisco and has offices in New York and India."
"1643569206-3279","https://builtin.com/companies/type/hr-tech-companies?page=1","15Five","San Francisco, CA","240 Global Employees","HR Tech
      
        Other
      
        Productivity","Founded in 2011, 15Five equips HR leaders to play a strategic role in their company’s growth. HR leaders use 15Five to combine engagement, performance and OKRs on one platform so they can make insightful decisions and take strategic action. Unlike other “command and control” performance systems, 15Five uses the latest in people science to turn managers and employees into self-driven owners of performance and engagement. To further the impact of talent on company growth, 15Five also provides education, coaching and community for HR leaders, managers and employees. HR leaders at over 3,000 companies, including Credit Karma, Spotify and Pendo, rely on 15Five’s software and services to make their talent a growth driver."
"1643569197-3237","https://builtin.com/companies/type/hr-tech-companies?page=3","Syndio","2 Offices","100 Global Employees","HR Tech
      
        Legal Tech
      
        Social Impact","Syndio is an HR analytics company that promotes fairness in every stage of employment, starting with equal pay. We are a dedicated team of industry leaders, data scientists and customer advocates. We are committed to equity for everyone in the workplace. We live it. We deliver it."
"1643569192-3218","https://builtin.com/companies/type/hr-tech-companies?page=4","ThrivePass","Denver, CO","43 Global Employees","Fitness
      
        Healthtech
      
        HR Tech
      
        Software","ThrivePass is a rapidly growing tech company dedicated to innovating the world of employee benefits. Leveraging SaaS technology with traditional & progressive benefits - wellbeing initiatives, pre-tax, benefit enrollment and learning & development - ThrivePass is focused on revolutionizing the employee experience. To that end, we use technology to foster employee wellbeing from on-boarding to off-boarding all from one single log in."
"1643569167-3114","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569181-3185","https://builtin.com/companies/type/hr-tech-companies?page=6","Bambee","Los Angeles, CA","99 Global Employees","HR Tech","ambee allows small and medium-sized businesses to hire a dedicated human HR manager for just $99/month (seriously). Plus you can access a free suite of powerful HR tools, including all necessary HR forms and agreements for your location and industry.
Stop overpaying for HR consultants and get a dedicated HR Manager for a
fraction of the cost."
"1643569206-3272","https://builtin.com/companies/type/hr-tech-companies?page=1","PerkSpot","Chicago, IL","130 Global Employees","eCommerce
      
        HR Tech
      
        Software","PerkSpot is on a mission to inspire employees everywhere to love where they work by delivering meaningful savings and recognition in their workplace. With 900+ clients like Walgreens and McDonald's, PerkSpot helps over 14 million employees save money by offering exclusive discounts on top brands such as Samsung, Target, and AMC Theaters."
"1643569197-3233","https://builtin.com/companies/type/hr-tech-companies?page=3","Bullhorn","Boston, MA","999 Global Employees","Cloud
      
        HR Tech
      
        Productivity
      
        Software","Bullhorn® is the global leader in software for the staffing industry. More than 10,000 companies rely on Bullhorn’s cloud-based platforms to power their staffing processes from start to finish. Headquartered in Boston, with offices around the world, Bullhorn is founder-led and employs more than 1,100 people globally."
"1643569186-3204","https://builtin.com/companies/type/hr-tech-companies?page=5","Assignar","Denver, CO","102 Global Employees","Cloud
      
        HR Tech
      
        Software","Assignar is a cloud based compliance, asset and workforce management platform for highly regulated industries. Developed from first hand experience and the need to solve the challenges within a fast growing construction service provider, Assignar rapidly gained interest from stakeholders in other highly regulated industries.  

Assignar delivers its customers increased efficiency, transparency and significant management cost savings. 

The core features of Assignar include:
- Workforce & Asset scheduling
- Project Planning
- Compliance reminders & inspections
- Document management
- Full field mobility solution - iOS & Android
- Ability to collect field data & timesheets
- Automated prevailing wage/EBA/Award calculator
- Invoicing and financial system integrations
- SMS & Email communication system

When you implement Assignar in your business, you benefit from on-the-go visibility of your workforce and asset utilisation, data to increase speed in your decision making and the advantage of real-time monitoring of costs."
"1643569206-3286","https://builtin.com/companies/type/hr-tech-companies?page=1","Lattice","San Francisco, CA","175 Global Employees","HR Tech
      
        Software","Lattice is a people management software for growing companies. With Lattice, it’s easy to launch 360 performance review cycles and engagement surveys, keep track of OKR/goals, gather real-time feedback, and encourage manager 1-on-1 meetings. Over 1,800 companies worldwide all use Lattice to run performance reviews and employee engagement surveys."
"1643569167-3128","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569149-3024","https://builtin.com/companies/type/hr-tech-companies?page=14","EnticeLabs","Salt Lake City, UT","20 Global Employees","HR Tech","Check out Neutron Interactive an online marketing lead generation company located in downtown Salt Lake City."
"1643569201-3262","https://builtin.com/companies/type/hr-tech-companies?page=2","Restaurant365","2 Offices","298 Global Employees","Business Intelligence
      
        Cloud
      
        HR Tech
      
        Information Technology
      
        Software","Restaurant365 is a young SaaS company disrupting the restaurant industry! Our cloud-based platform provides a unique, centralized solution for accounting and back-office operations for restaurants.
Restaurant365’s culture is focused on empowering team members to produce top-notch results while elevating their skills. We’re constantly evolving and improving to make sure we are and always will be “Best in Class” ... and we want that for you too!

In 2019 Restaurant365 closed $88 million in Series C funding, bringing the total minority investment by Bessemer Venture Partners, ICONIQ Capital, and Tiger Global Management to $140 million, to support the company's vision of providing the best technology to the restaurant industry. As recently as June of 2021, Restaurant365 announced the acquisition of Compeat, a well-known provider of restaurant back office, workforce, and business intelligence software. Adding Compeat’s feature-rich products advances Restaurant365 further on the journey toward our goal of providing restaurant operators with a powerful tool that simplifies their lives and increases their profits. Serent Capital was added to our investor list as a result of this transaction.

Our diverse portfolio of clients includes well-known nationwide franchises as well as your favorite local spot.  From fine dining to fast-casual…R365 does it all!"
"1643569160-3073","https://builtin.com/companies/type/hr-tech-companies?page=11","Kinetix","Atlanta, Georgia","98 Global Employees","HR Tech","RPO. Staffing & Recruiting. HR Consulting. Employer Branding. Whatever your HR needs, Kinetix does it. We help companies grow quickly."
"1643569172-3147","https://builtin.com/companies/type/hr-tech-companies?page=8","Rootloud","Fully Remote","4 Global Employees","Edtech
      
        HR Tech
      
        Information Technology
      
        Productivity
      
        Professional Services","Rootloud is a human resource technology and assessment company. We help organizations implement and better utilize technology to improve their overall performance. We implement and integrate human resource, hiring, point of sale, onboarding, performance, and learning management systems. We have worked with over 600 companies."
"1643569206-3276","https://builtin.com/companies/type/hr-tech-companies?page=1","DailyPay, Inc.","3 Offices","750 Global Employees","Fintech
      
        HR Tech
      
        Payments
      
        Social Impact","DailyPay is the recognized leading on-demand pay provider, working with 80% of Fortune 100 companies who use on-demand pay.  We have created a distinctive ecosystem with the most advanced, modern technology stack in the industry.  Companies that offer DailyPay have reported a massive decrease in employee churn and tremendous uptick in employee engagement.  Our culture is collaborative, values based, and fun!  We take pride in our work, and collaborate constantly to move the line for our customers. DailyPay has won awards like ""Great Places to Work"", ""Fintech Company of the Year""' ""Best and Brightest Companies to Work for in the Nation"", ""Best Startup Employers"", ""Best Places to Work"" and many more!"
"1643569192-3223","https://builtin.com/companies/type/hr-tech-companies?page=4","Newance","Milwaukee, WI","11 Global Employees","Consulting
      
        HR Tech","Newance builds smart teams who solve interesting problems.

Our recruitment and performance offerings turn talent into a sharp competitive advantage for our clients who range from early stage startups to VC & PE leaders. We have a lot of positive quotes from our clients but think our 100% renewal rate speaks for itself. 

Our services include talent optimization, recruitment and coaching to spark engagement and improve performance. As a certified Predictive Index partner, we offer an extensive array of science backed tools to ensure exceptional fit."
"1643569152-3049","https://builtin.com/companies/type/hr-tech-companies?page=13","GoCo.io Inc","Houston, Texas","61 Global Employees","HR Tech
      
        Software","GoCo.io offers software that helps businesses simplify their human resources systems."
"1643569156-3062","https://builtin.com/companies/type/hr-tech-companies?page=12","Paycom","Oklahoma City, OK","4,000 Global Employees","HR Tech
      
        Software","Paycom specializes in Human Capital Management, providing software that simplifies things and reduces costs."
"1643569192-3231","https://builtin.com/companies/type/hr-tech-companies?page=4","Wonolo","Nashville, TN","578 Global Employees","HR Tech","Fast. Flexible. Staffing Reinvented. Wonolo, which stands for “Work Now Locally,” is an on-demand staffing platform that is changing the way businesses find talent for their immediate labor needs. Everyday, we are creating flexible opportunities for individuals to make extra income, learn new skills, and change their lives. At the same time, we are saving companies money by connecting them with talented people within minutes. Wonolo provides a broad range of jobs from warehouse, delivery, and merchandising, to event staffing and admin roles."
