web-scraper-order,web-scraper-start-url,Technology,name,sector,location
"1643580428-4415","https://500.co/companies","SaaS","Femeninas","Fashion","Argentina"
"1643580428-4102","https://500.co/companies","SaaS, Cloud / Content","Cloudpipes","Developer tools","UK"
"1643580428-5957","https://500.co/companies","Cloud / Content","ThinkParametric","Professional training","Mexico"
"1643580428-5513","https://500.co/companies","SaaS","Rank Science","Market intel","US"
"1643580428-4147","https://500.co/companies","Marketplace","Contently","Journalism / Blogs","US"
"1643580428-4054","https://500.co/companies","On-demand / Delivery","Chefs for Seniors","Food","US"
"1643580428-4008","https://500.co/companies","-","CAPS","Fitness","Japan"
"1643580428-5496","https://500.co/companies","Mobile","Quipper","K-12","UK"
"1643580428-6283","https://500.co/companies","-","ZineYou","Productivity","Japan"
"1643580428-5782","https://500.co/companies","On-demand / Delivery","Speedlancer","Professional services","Australia"
"1643580428-5306","https://500.co/companies","SaaS","Panoply","Developer tools","Israel"
"1643580428-4344","https://500.co/companies","Mobile","Enuma","Early childhood","South Korea"
"1643580428-4558","https://500.co/companies","Token","Gluwa","Lending / Investments","South Korea"
"1643580428-6067","https://500.co/companies","Direct service","Upbeat","Adtech / Martech","US"
"1643580428-3845","https://500.co/companies","O2O","Baker Technologies","OTC Medications","US"
"1643580428-5165","https://500.co/companies","SaaS","Naluri","Healthcare Services & Telehealth","Malaysia"
"1643580428-4109","https://500.co/companies","Cloud / Content","Cocos","Developer tools","China"
"1643580428-5470","https://500.co/companies","O2O","Punchd","CRM / Customer success","US"
"1643580428-5025","https://500.co/companies","Direct service","Manifest","Market intel","US"
"1643580428-4588","https://500.co/companies","Manufacturing, FinTech","Graviti","-","Mexico"
"1643580428-4491","https://500.co/companies","TMT, SaaS","Fuel Labs","Infrastructure","US"
"1643580428-4427","https://500.co/companies","Direct service","Finaxar","Lending / Investments","Singapore"
"1643580428-4670","https://500.co/companies","Cloud / Content","Hinge","Social media","US"
"1643580428-5530","https://500.co/companies","Mobile","Reality Reflection","Gaming / eSports","South Korea"
"1643580428-3672","https://500.co/companies","-","Accrue","-","US"
"1643580428-5341","https://500.co/companies","Cloud / Content","Penrose Studios","Entertainment","US"
"1643580428-4357","https://500.co/companies","Direct service, Marketplace","ESPL","Gaming / eSports","Singapore"
"1643580428-3990","https://500.co/companies","Cloud / Content","Bustle","Entertainment","US"
"1643580428-4164","https://500.co/companies","InsurTech, FinTech, Big Data, Artificial Intelligence & Machine Learning","Crabi","Insurance","Mexico"
"1643580428-5756","https://500.co/companies","Direct service","Socialight Analytics","Market intel","US"
"1643580428-3946","https://500.co/companies","SaaS","BotSociety","Developer tools","US"
"1643580428-4508","https://500.co/companies","Mobile","Game Closure","Gaming & eSports","US"
"1643580428-3896","https://500.co/companies","Mobile","Biomarker.io","Medical advice","US"
"1643580428-6240","https://500.co/companies","Direct sale","Xing Mobility","Autotech","Taiwan"
"1643580428-4208","https://500.co/companies","On-demand / Delivery","Dabee","Consumer eCom","Brazil"
"1643580428-5012","https://500.co/companies","Direct sale","Mailhaven","Logistics","US"
"1643580428-4830","https://500.co/companies","SaaS","Kairos AR","Security & Storage","US"
"1643580428-4768","https://500.co/companies","SaaS","Instamojo","Payments","India"
"1643580428-5505","https://500.co/companies","Direct service","R+W","Professional services","Taiwan"
"1643580428-4930","https://500.co/companies","Cloud / Content","Learnist","College / Continuing education","US"
"1643580428-3842","https://500.co/companies","SaaS","Backstartup","Legal services","Colombia"
"1643580428-4626","https://500.co/companies","Mobile","HandStack","Adtech / Martech","US"
"1643580428-4340","https://500.co/companies","SaaS","Enlinea","IT tools","Malaysia"
"1643580428-4535","https://500.co/companies","SaaS","Getlinks","Human Resources & Recruiting","Thailand"
"1643580428-5348","https://500.co/companies","Mobile","Phenom","Sports","US"
"1643580428-5683","https://500.co/companies","SaaS","Shoppable","Payments","US"
"1643580428-4445","https://500.co/companies","SaaS","FishFishMe","Productivity","UAE"
"1643580428-5044","https://500.co/companies","Mobile","Medico.com","Medical advice","US"
"1643580428-5077","https://500.co/companies","SaaS","MicroBenefits","Personnel / Benefits","China"
"1643580428-5679","https://500.co/companies","SaaS","Shopintoit","Market intel","US"
"1643580428-6155","https://500.co/companies","SaaS","Waffle","Media production","US"
"1643580428-3766","https://500.co/companies","Marketplace","Applecrumby and Fish","Children / Toys","Malaysia"
"1643580428-5430","https://500.co/companies","SaaS","Predina Tech","Automotive","UK"
"1643580428-3776","https://500.co/companies","SaaS","Apurata","Lending / Investments","Peru"
"1643580428-5732","https://500.co/companies","-","Sleepbox","-","US"
"1643580428-4184","https://500.co/companies","Marketplace","Crowdplat","Professional services","US"
"1643580428-5748","https://500.co/companies","Mobile","SnapUp","Consumer services","US"
"1643580428-5154","https://500.co/companies","SaaS","MyGola","Travel / Hospitality","India"
"1643580428-6144","https://500.co/companies","-","Vonder","Professional training","Thailand"
"1643580428-4742","https://500.co/companies","Mobile","Indemand","ERP","UK"
"1643580428-4694","https://500.co/companies","SaaS","Horangi","Security","Singapore"
"1643580428-4229","https://500.co/companies","SaaS","Dealcha","Consumer services","Thailand"
"1643580428-3644","https://500.co/companies","SaaS","3D Look","Fashion","US"
"1643580428-4598","https://500.co/companies","On-demand / Delivery","Grom","Patient services","Hong Kong"
"1643580428-5036","https://500.co/companies","SaaS","Mattermark","Market intel","US"
"1643580428-5375","https://500.co/companies","SaaS","PlanGrid","Construction","US"
"1643580428-4955","https://500.co/companies","SaaS","LifeSite","IT tools","US"
"1643580428-4309","https://500.co/companies","SaaS","eFishery","Agriculture","Indonesia"
"1643580428-5935","https://500.co/companies","On-demand / Delivery","Territory Foods","Home & Personal","US"
"1643580428-5896","https://500.co/companies","SaaS","Talkdesk","Marketing & Sales","Portugal"
"1643580428-6012","https://500.co/companies","SaaS","Trimian","CRM / Customer success","US"
"1643580428-4123","https://500.co/companies","-","Colter test","Finance & Accounting","Kenya"
"1643580428-3712","https://500.co/companies","Cloud / Content","All Trails","Travel / Hospitality","US"
"1643580428-6045","https://500.co/companies","SaaS","Ubeya","Personnel / Benefits","Israel"
"1643580428-3883","https://500.co/companies","Direct sale","BiaSport","Fitness","US"
"1643580428-4255","https://500.co/companies","On-demand / Delivery","Disenia","Consumer eCom","Mexico"
"1643580428-5110","https://500.co/companies","Marketplace","MojiLala","Social media","US"
"1643580428-4986","https://500.co/companies","On-demand / Delivery","Lookk","Fashion","Austria"
"1643580428-6186","https://500.co/companies","SaaS","WeTipp","Social media","Italy"
"1643580428-4396","https://500.co/companies","Mobile","Fanbread","Adtech / Martech","US"
"1643580428-4346","https://500.co/companies","Mobile","Epic!","K-12","US"
"1643580428-3763","https://500.co/companies","Mobile, Marketing Tech","Appgain","-","US"
"1643580428-6053","https://500.co/companies","Marketplace","UmbaBox","Consumer eCom","US"
"1643580428-5316","https://500.co/companies","O2O","Parkbench","Journalism / Blogs","Canada"
"1643580428-5594","https://500.co/companies","On-demand / Delivery","Rubberit","OTC Medications","Spain"
"1643580428-6021","https://500.co/companies","SaaS","Truck Fortune","Logistics","US"
"1643580428-5586","https://500.co/companies","Mobile","RocketJourney","Fitness","Mexico"
"1643580428-5780","https://500.co/companies","SaaS","Speakertext","Developer tools","US"
"1643580428-6236","https://500.co/companies","-","Wsmart","-","Thailand"
"1643580428-4114","https://500.co/companies","Cloud / Content","CodeUpStart","Professional training","Australia"
"1643580428-5270","https://500.co/companies","On-demand / Delivery","OrderCircle","Procurement","US"
"1643580428-5895","https://500.co/companies","SaaS","Talkable","Adtech / Martech","US"
"1643580428-5622","https://500.co/companies","SaaS","Saygent","Market intel","US"
"1643580428-3934","https://500.co/companies","-","Bonnus","Adtech / Martech","Mexico"
"1643580428-6174","https://500.co/companies","SaaS","Wedgies","Collaboration","US"
"1643580428-5147","https://500.co/companies","O2O","myBOX","Realty / Rentals","South Korea"
"1643580428-5978","https://500.co/companies","Mobile","Toshl","Accounting / Audit","Slovenia"
"1643580428-4699","https://500.co/companies","On-demand / Delivery","HoyPido","Food","Argentina"
"1643580428-6176","https://500.co/companies","SaaS","Wednesdays","Social media","US"
"1643580428-6070","https://500.co/companies","Cloud / Content","Upcraft Club","Fashion","US"
"1643580428-4358","https://500.co/companies","Cloud / Content","EST","Social media","US"
"1643580428-5865","https://500.co/companies","On-demand / Delivery","SupplyHog","Construction","US"
"1643580428-4727","https://500.co/companies","Marketplace","iGrow","Agriculture","Indonesia"
"1643580428-3812","https://500.co/companies","SaaS","Authlete","Security","Japan"
"1643580428-4814","https://500.co/companies","-","Johrh","-","-"
"1643580428-4945","https://500.co/companies","SaaS","LessThan3","Media Content","US"
"1643580428-3753","https://500.co/companies","Mobile","Animoca Brands","Gaming / eSports","Hong Kong"
"1643580428-3756","https://500.co/companies","Direct sale","Apostrophe","Home & Personal","US"
"1643580428-5019","https://500.co/companies","Direct service","MakeSchool","College & Continuing Education","US"
"1643580428-3758","https://500.co/companies","Mobile","App Onboard","Adtech / Martech","US"
"1643580428-5847","https://500.co/companies","On-demand / Delivery","StudyPool","College / Continuing education","US"
"1643580428-3649","https://500.co/companies","SaaS","9FIN","Asset Management","UK"
"1643580428-5751","https://500.co/companies","Mobile","Snowshoe","Payments","US"
"1643580428-6267","https://500.co/companies","Cloud / Content","Zeemi.tv","Entertainment","Indonesia"
"1643580428-3745","https://500.co/companies","SaaS","Andy OS","IT tools","US"
"1643580428-5716","https://500.co/companies","O2O","Sinemia","Entertainment","Turkey"
"1643580428-5263","https://500.co/companies","Marketplace","OpenSponsorship","Adtech / Martech","US"
"1643580428-3828","https://500.co/companies","SaaS","Awayfind","IT tools","US"
"1643580428-5690","https://500.co/companies","-","Shuttle Central","-","-"
"1643580428-5551","https://500.co/companies","Mobile","Remind","K-12","US"
"1643580428-4122","https://500.co/companies","Cloud / Content","ColourLovers","Social media","US"
"1643580428-6081","https://500.co/companies","SaaS","uTrack.tv","Sports","Bahrain"
"1643580428-5823","https://500.co/companies","Mobile","Stickery","Gaming / eSports","US"
"1643580428-5580","https://500.co/companies","SaaS","RingCaptcha","IT tools","UK"
"1643580428-5884","https://500.co/companies","Mobile","Taamkru","K-12","Thailand"
"1643580428-5540","https://500.co/companies","SaaS","Redesigner","Developer Tools","US"
"1643580428-5625","https://500.co/companies","On-demand / Delivery","ScentBird","Beauty","US"
"1643580428-4104","https://500.co/companies","On-demand / Delivery","Clowder","Food","US"
"1643580428-3844","https://500.co/companies","-","Bakala","Collaboration","Lebanon"
"1643580428-5949","https://500.co/companies","Cloud / Content","TheAmazeApp","Fashion","Germany"
"1643580428-4119","https://500.co/companies","Token","Coinpip","Payments","Singapore"
"1643580428-4481","https://500.co/companies","SaaS","FoxType","Productivity","US"
"1643580428-4507","https://500.co/companies","Token","Fysical","Market intel","US"
"1643580428-5257","https://500.co/companies","Cloud / Content","OnlineTyari","Job & Career Service","India"
"1643580428-4750","https://500.co/companies","SaaS","Infraspeak","Property management","Portugal"
"1643580428-4046","https://500.co/companies","SaaS","Chatfuel","Social media","US"
"1643580428-4295","https://500.co/companies","SaaS","EasySize","Fashion","Denmark"
"1643580428-4800","https://500.co/companies","O2O, SaaS","Jala Tech","Agriculture","Indonesia"
"1643580428-4912","https://500.co/companies","-","Lara","-","-"
"1643580428-5383","https://500.co/companies","Mobile","Playbasis","Developer tools","Thailand"
"1643580428-3715","https://500.co/companies","Direct service","AllDay","Adtech / Martech","US"
"1643580428-4233","https://500.co/companies","SaaS","DeCompris","Consumer services","Peru"
"1643580428-4206","https://500.co/companies","SaaS","Cyberwrite","Insurance","Israel"
"1643580428-6111","https://500.co/companies","O2O","Viajamax","Travel / Hospitality","Mexico"
"1643580428-5837","https://500.co/companies","On-demand / Delivery","Strapping","Fashion","US"
"1643580428-4749","https://500.co/companies","SaaS","Infostellar","Aviation & Space","Japan"
"1643580428-4803","https://500.co/companies","-","Jaranda","K-12","South Korea"
"1643580428-3856","https://500.co/companies","Mobile","Bayes Holding GmbH","Gaming / eSports","Germany"
"1643580428-5440","https://500.co/companies","SaaS","PriceBaba","Market intel","India"
"1643580428-4932","https://500.co/companies","SaaS","LeaseLock","Insurance","US"
"1643580428-5614","https://500.co/companies","-","Salutat","Financial infrastructure","Singapore"
"1643580428-5410","https://500.co/companies","On-demand / Delivery","Pomelo fashion","Fashion","Thailand"
"1643580428-5233","https://500.co/companies","SaaS","Ohalo","Security & Storage","UK"
"1643580428-5703","https://500.co/companies","Marketplace","Silvernest","Housing & Real Estate","US"
"1643580428-5364","https://500.co/companies","Marketplace","Pinshape","Consumer eCom","Canada"
"1643580428-5412","https://500.co/companies","SaaS","Pop Up Archive","Media production","US"
"1643580428-5273","https://500.co/companies","SaaS","Ordrx","Payments","US"
"1643580428-5070","https://500.co/companies","Marketplace","Metro Residences","Realty / Rentals","Singapore"
"1643580428-4903","https://500.co/companies","-","Labayh","-","-"
"1643580428-5860","https://500.co/companies","Mobile","Super Lucky Casino","Gaming & eSports","US"
"1643580428-4550","https://500.co/companies","Marketplace","Glambot","Beauty","US"
"1643580428-6261","https://500.co/companies","Marketplace","YouStake","Gambling","US"
"1643580428-4867","https://500.co/companies","On-demand / Delivery","Kinkhao","Home & Personal","Thailand"
"1643580428-6288","https://500.co/companies","Marketplace","Zolvers","Property management","Argentina"
"1643580428-4296","https://500.co/companies","O2O","Eat App","Food","UAE"
"1643580428-5175","https://500.co/companies","Direct service","Neonrunner","Logistics","Malaysia"
"1643580428-6184","https://500.co/companies","O2O","WePlann","Travel / Hospitality","Brazil"
"1643580428-6166","https://500.co/companies","Mobile","Waygo","Language and Translation services","US"
"1643580428-4049","https://500.co/companies","On-demand / Delivery","ChattingCat","Language and Translation services","South Korea"
"1643580428-3736","https://500.co/companies","Direct sale","American Aerospace Advisors","Energy","US"
"1643580428-5125","https://500.co/companies","On-demand / Delivery","Morton and Bedford","Fashion","Colombia"
"1643580428-5450","https://500.co/companies","SaaS","Project io","Media production","US"
"1643580428-4543","https://500.co/companies","SaaS","Gingr","Collaboration","India"
"1643580428-5152","https://500.co/companies","On-demand / Delivery","MyDoorman","Logistics","US"
"1643580428-3759","https://500.co/companies","Mobile","App-CM","Market intel","Japan"
"1643580428-4574","https://500.co/companies","SaaS","GoSpotCheck","Data & Analytics","US"
"1643580428-5645","https://500.co/companies","Mobile","SendHub","Developer Tools","US"
"1643580428-5700","https://500.co/companies","Direct sale","Silk Labs","Consumer eCom","US"
"1643580428-3827","https://500.co/companies","SaaS","AWAKENS","Biotech","Japan"
"1643580428-4946","https://500.co/companies","-","Letswork","-","-"
"1643580428-3858","https://500.co/companies","Mobile","Bé Yêu","Medical advice","Vietnam"
"1643580428-4377","https://500.co/companies","SaaS","ExpenseBot","Accounting / Audit","US"
"1643580428-4854","https://500.co/companies","Marketplace","Kibin","College / Continuing education","US"
"1643580428-5192","https://500.co/companies","Direct service, Cloud / Content","NEXT Academy","Professional training","Malaysia"
"1643580428-4582","https://500.co/companies","-","Graffer","Civictech","Japan"
"1643580428-3775","https://500.co/companies","Mobile","Apsalar","Market intel","US"
"1643580428-5335","https://500.co/companies","SaaS","Pazpo","Realty / Rentals","Indonesia"
"1643580428-3671","https://500.co/companies","SaaS","Accepton","Payments","US"
"1643580428-3710","https://500.co/companies","Mobile, FinTech","AlgoPay","Payments","US"
"1643580428-5917","https://500.co/companies","Direct sale","Teaman & Company","Fashion","US"
"1643580428-4653","https://500.co/companies","On-demand / Delivery","HelperGo","Consumer services","Hong Kong"
"1643580428-5757","https://500.co/companies","SaaS","SocialTables","Events","US"
"1643580428-4880","https://500.co/companies","-","Knowtions","Insurance","Canada"
"1643580428-4675","https://500.co/companies","SaaS","Hivebeat","CRM / Customer success","Denmark"
"1643580428-5966","https://500.co/companies","SaaS","Timely","Productivity","Norway"
"1643580428-5155","https://500.co/companies","Cloud / Content","MyHealthTeams","Patient services","US"
"1643580428-6164","https://500.co/companies","On-demand / Delivery","WashBox24","Home & Personal","Thailand"
"1643580428-4182","https://500.co/companies","SaaS","Crowdfunder","Credit & Lending","US"
"1643580428-5977","https://500.co/companies","SaaS","Torbit","IT tools","US"
"1643580428-4836","https://500.co/companies","Marketplace","Kaodim","Consumer services","Malaysia"
"1643580428-5016","https://500.co/companies","SaaS","MakeLeaps","Accounting / Audit","Japan"
"1643580428-5581","https://500.co/companies","SaaS","RippleHire","Recruiting","India"
"1643580428-5034","https://500.co/companies","SaaS","Mass Exchange","Credit & Lending","US"
"1643580428-5699","https://500.co/companies","-","Silk and Sonder","-","US"
"1643580428-4531","https://500.co/companies","HR Tech","Get On Board","Human Resources & Recruiting","Chile"
"1643580428-6223","https://500.co/companies","-","Workclass","Human Resources & Recruiting","Singapore"
"1643580428-6204","https://500.co/companies","On-demand / Delivery","Willing","Consumer services","US"
"1643580428-3795","https://500.co/companies","Mobile, E-Commerce","Astronaut Zero","Collaboration","Chile"
"1643580428-5242","https://500.co/companies","SaaS","Omnilytics","Fashion","Malaysia"
"1643580428-4383","https://500.co/companies","Marketplace","Fabelio","Property management","Indonesia"
"1643580428-4400","https://500.co/companies","SaaS","Farmeron","Agtech","US"
"1643580428-5420","https://500.co/companies","Real Estate Technology","Portal Terreno","-","Chile"
"1643580428-4795","https://500.co/companies","On-demand / Delivery","Italist","Fashion","US"
"1643580428-3675","https://500.co/companies","-","ActualConversion","Marketing & Sales","Canada"
"1643580428-4926","https://500.co/companies","SaaS","Leaky","Insurance","US"
"1643580428-4130","https://500.co/companies","SaaS","Community.Co","Social media","US"
"1643580428-4279","https://500.co/companies","SaaS","Dropsuite","IT tools","Singapore"
"1643580428-5819","https://500.co/companies","Direct service","StartupHouse","Coworking","US"
"1643580428-5055","https://500.co/companies","-","Memechat","Social","India"
"1643580428-3819","https://500.co/companies","Direct service","Avatar Nusa Anatara","Market intel","Indonesia"
"1643580428-6095","https://500.co/companies","SaaS","Vbout","Adtech / Martech","US"
"1643580428-5975","https://500.co/companies","-","Top E","College & Continuing Education","Mexico"
"1643580428-5872","https://500.co/companies","On-demand / Delivery","SweepSouth","Housing & Real Estate","South Africa"
"1643580428-3918","https://500.co/companies","SaaS","BloomCredit","Banking & Exchange","US"
"1643580428-4730","https://500.co/companies","Cloud / Content","iMoney","Financial research","Malaysia"
"1643580428-4405","https://500.co/companies","SaaS","Fatora","-","Qatar"
"1643580428-3697","https://500.co/companies","On-demand / Delivery","Airpair","Professional services","US"
"1643580428-3778","https://500.co/companies","On-demand / Delivery","Arc","Developer tools","Taiwan"
"1643580428-4074","https://500.co/companies","-","Circulo de Belleza","-","-"
"1643580428-5914","https://500.co/companies","Marketplace","Tealet","Food","US"
"1643580428-5610","https://500.co/companies","Supply Chain Tech","Salasa","-","Saudi Arabia"
"1643580428-4728","https://500.co/companies","-","Ikigai","Developer Tools","Thailand"
"1643580428-5836","https://500.co/companies","Direct sale","Stowaway Cosmetics","Fashion","US"
"1643580428-6242","https://500.co/companies","Wearables & Quantified Self, SaaS, Digital Health","Yacob","-","UAE"
"1643580428-5433","https://500.co/companies","SaaS","Prescrypto","Healthcare ERP","Mexico"
"1643580428-4818","https://500.co/companies","SaaS","JudoLaunch","Adtech / Martech","US"
"1643580428-6172","https://500.co/companies","-","Wecare247","-","Vietnam"
"1643580428-5240","https://500.co/companies","Direct sale","Omate","Fashion","China"
"1643580428-5252","https://500.co/companies","Mobile","OneSchool","Education ERP","US"
"1643580428-4894","https://500.co/companies","Direct sale","Krosslinker","Biotech & Life Sciences","Singapore"
"1643580428-4086","https://500.co/companies","Marketplace","ClassAction","Legal services","Japan"
"1643580428-4741","https://500.co/companies","SaaS","Incredible Labs","Productivity","US"
"1643580428-4554","https://500.co/companies","Marketplace","Glints","Human Resources & Recruiting","Singapore"
"1643580428-4061","https://500.co/companies","SaaS","Chipper","Payments","Ghana,US"
"1643580428-5138","https://500.co/companies","On-demand / Delivery","Mumm","Food","Egypt"
"1643580428-5130","https://500.co/companies","O2O","Moveha","Realty / Rentals","US"
"1643580428-4425","https://500.co/companies","Direct service, SaaS","FinAccel","Credit & Lending","Singapore"
"1643580428-5925","https://500.co/companies","SaaS","Teleborder","Recruiting","US"
"1643580428-4657","https://500.co/companies","SaaS","Hexa","Market intel","US"
"1643580428-4314","https://500.co/companies","-","Eksab","Sports","Egypt"
"1643580428-5541","https://500.co/companies","SaaS","reDock","Productivity","Canada"
"1643580428-3864","https://500.co/companies","SaaS","Beeketing","Market intel","Singapore"
"1643580428-5461","https://500.co/companies","SaaS","Proven","Recruiting","US"
"1643580428-6051","https://500.co/companies","On-demand / Delivery","Uguru","College / Continuing education","US"
"1643580428-3948","https://500.co/companies","On-demand / Delivery","Bottr","Consumer services","US"
"1643580428-5635","https://500.co/companies","SaaS","SecondFunnel","Market intel","Canada"
"1643580428-5143","https://500.co/companies","SaaS","mxHero","IT tools","US"
"1643580428-5948","https://500.co/companies","On-demand / Delivery","The Vint","Fitness","Sweden"
"1643580428-5724","https://500.co/companies","SaaS","SkimLinks","Data & Analytics","UK"
"1643580428-4220","https://500.co/companies","SaaS","Datatron Technologies","Productivity","US"
"1643580428-5351","https://500.co/companies","SaaS","Pic Collage","Media production","Taiwan"
"1643580428-5149","https://500.co/companies","On-demand / Delivery","MyCoffeeBox","Food","Mexico"
"1643580428-6232","https://500.co/companies","Direct service","Worq","Coworking","Malaysia"
"1643580428-6197","https://500.co/companies","On-demand / Delivery","Whole Surplus","Supply Chain & Logistics","Turkey"
"1643580428-4667","https://500.co/companies","SaaS","Hiip","Marketing & Sales","Vietnam"
"1643580428-3968","https://500.co/companies","Cloud / Content","Brilliant","K-12","US"
"1643580428-3674","https://500.co/companies","O2O","ActivityHero","K-12","US"
"1643580428-6087","https://500.co/companies","SaaS","VaiVolta","Construction","Brazil"
"1643580428-4743","https://500.co/companies","On-demand / Delivery","Indie Dish","Home & Personal","Thailand"
"1643580428-5651","https://500.co/companies","SaaS","Senzari","Developer tools","US"
"1643580428-5235","https://500.co/companies","Direct service","OhmniLabs","IT tools","US"
"1643580428-4522","https://500.co/companies","SaaS","Geckoboard","ERP","UK"
"1643580428-4609","https://500.co/companies","SaaS","Guidekick","Travel / Hospitality","US"
"1643580428-6247","https://500.co/companies","SaaS","Yaydoo","Procurement","Mexico"
"1643580428-4970","https://500.co/companies","O2O","Live Lovely","Realty / Rentals","US"
"1643580428-5205","https://500.co/companies","SaaS","Nodal Industries","Security & Storage","US"
"1643580428-5136","https://500.co/companies","-","Mubit","-","-"
"1643580428-5207","https://500.co/companies","Cloud / Content","Noin","Beauty","Japan"
"1643580428-5993","https://500.co/companies","SaaS","Tradehill","Cryptocurrency","US"
"1643580428-5941","https://500.co/companies","Mobile","The Ambition App","College / Continuing education","US"
"1643580428-5002","https://500.co/companies","Mobile","M-vendr","Payments","UK"
"1643580428-5809","https://500.co/companies","TMT","Stack","Developer Tools","Netherlands"
"1643580428-4404","https://500.co/companies","Marketplace","Fastwork","Human Resources & Recruiting","Thailand"
"1643580428-4735","https://500.co/companies","SaaS","IMRSV","Developer tools","US"
"1643580428-4384","https://500.co/companies","On-demand / Delivery","FabFitFun","Fashion","US"
"1643580428-5142","https://500.co/companies","E-Commerce","MWJ","-","UAE"
"1643580428-3930","https://500.co/companies","SaaS","Boletia","Adtech / Martech","Mexico"
"1643580428-3767","https://500.co/companies","SaaS","ApplyBoard","College / Continuing education","Canada"
"1643580428-5091","https://500.co/companies","Marketplace","MissBeez","Beauty","Israel"
"1643580428-5778","https://500.co/companies","Mobile","Sparrow Mobile","IT tools","US"
"1643580428-6132","https://500.co/companies","Direct sale","Vivoo","Consumer Wellness","US"
"1643580428-5667","https://500.co/companies","On-demand / Delivery","Shezlong","Patient services","Egypt"
"1643580428-3867","https://500.co/companies","SaaS","Beewise","Accounting / Audit","India"
"1643580428-5172","https://500.co/companies","SaaS","Nazar","IT tools","Brazil"
"1643580428-5028","https://500.co/companies","SaaS","Mapjam","Media production","US"
"1643580428-6138","https://500.co/companies","SaaS, Mobile","Voiz FM","-","Vietnam"
"1643580428-4643","https://500.co/companies","On-demand / Delivery","HealthyOut","Food","US"
"1643580428-5376","https://500.co/companies","-","Plant an App","Developer Tools","US"
"1643580428-4048","https://500.co/companies","Mobile","Chatter Research","Market intel","Canada"
"1643580428-3653","https://500.co/companies","On-demand / Delivery","24/7 Techies","Infrastructure","Sri Lanka"
"1643580428-4966","https://500.co/companies","On-demand / Delivery","Lish","Food","India"
"1643580428-3747","https://500.co/companies","Direct sale","AngelCam","Security","Czech Republic"
"1643580428-4545","https://500.co/companies","Direct sale","GITAI","Aerospace / Drones","Japan"
"1643580428-4555","https://500.co/companies","Token","Global ID","Developer tools","US"
"1643580428-4409","https://500.co/companies","O2O","FavStay","""Travel, Leisure & Tourism""","Thailand"
"1643580428-5535","https://500.co/companies","SaaS","Recurly","Finance & Accounting","US"
"1643580428-5537","https://500.co/companies","Cloud / Content","Red Tricycle","Children / Toys","US"
"1643580428-5768","https://500.co/companies","Marketplace","Souco","Housing & Real Estate","Japan"
"1643580428-4913","https://500.co/companies","SaaS","Laserlike","Productivity","US"
"1643580428-5499","https://500.co/companies","-","Quod AI","Developer tools","Singapore"
"1643580428-3985","https://500.co/companies","Mobile","Bunch live","Gaming / eSports","Canada"
"1643580428-5787","https://500.co/companies","Mobile","Spider Fleet","Autotech","Mexico"
"1643580428-6107","https://500.co/companies","-","Vertical finance","Financial infrastructure","US"
"1643580428-4043","https://500.co/companies","SaaS","ChangeJar","Payments","Canada"
"1643580428-3806","https://500.co/companies","SaaS","Auctio","Marketing & Sales","US"
"1643580428-4305","https://500.co/companies","SaaS","Edools","Tools & Services","Brazil"
"1643580428-4984","https://500.co/companies","Marketplace","Long-Term Stock Exchange","Lending / Investments","US"
"1643580428-5646","https://500.co/companies","Marketing Tech, AdTech","Sendspark","-","US"
"1643580428-5324","https://500.co/companies","SaaS","PawnHero","Lending / Investments","Philippines"
"1643580428-4840","https://500.co/companies","-","Kayum","Insurance","Mexico"
"1643580428-3916","https://500.co/companies","Mobile","Bloodhound","CRM / Customer success","US"
"1643580428-4551","https://500.co/companies","Mobile","GlamSt","Beauty","US"
"1643580428-6105","https://500.co/companies","SaaS","Versly","Productivity","US"
"1643580428-5096","https://500.co/companies","SaaS","MMTG Labs","Market intel","India"
"1643580428-6265","https://500.co/companies","Mobile","Zapr","Market intel","India"
"1643580428-5350","https://500.co/companies","CloudTech & DevOps, Big Data, Artificial Intelligence & Machine Learning","PI Exchange","-","Australia"
"1643580428-5157","https://500.co/companies","Direct sale","Myndlift","Health monitoring","Israel"
"1643580428-5032","https://500.co/companies","Cloud / Content","Mars Reel","Sports","US"
"1643580428-5907","https://500.co/companies","SaaS","Targeting Mantra","Adtech / Martech","India"
"1643580428-3761","https://500.co/companies","SaaS","AppBind","Finance & Accounting","US"
"1643580428-3770","https://500.co/companies","Mobile","AppSocially","Market intel","Japan"
"1643580428-4448","https://500.co/companies","Marketplace","Five Jack","Gaming & eSports","Indonesia"
"1643580428-3721","https://500.co/companies","SaaS","Almabase","Education ERP","India"
"1643580428-5792","https://500.co/companies","O2O","Spoondate","Social media","US"
"1643580428-4270","https://500.co/companies","SaaS","Doyobi","K-12","Singapore"
"1643580428-5042","https://500.co/companies","Mobile","Medialets","Adtech / Martech","US"
"1643580428-5085","https://500.co/companies","Mobile","Mindsnacks","K-12","US"
"1643580428-4141","https://500.co/companies","SaaS","Connected2.me","Collaboration","Turkey"
"1643580428-4313","https://500.co/companies","SaaS","Ekomoditi","Agtech","Malaysia"
"1643580428-4873","https://500.co/companies","On-demand / Delivery","Kitterly","Fashion","US"
"1643580428-3803","https://500.co/companies","Direct service","Attendant","Consumer services","US"
"1643580428-4252","https://500.co/companies","SaaS","Digsite","Market intel","US"
"1643580428-4745","https://500.co/companies","SaaS","Indio","Insurance","US"
